Category,Message,label,cleaned_message
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,0.0,no it was cancelled yeah baby! well that sounds important so i understand my darlin give me a ring later on this fone love kate x
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,0.0,tomarrow i want to got to court. at &lt;decimal&gt; . so you come to bus stand at 9.
ham,Ü go home liao? Ask dad to pick me up at 6...,0.0,ü go home liao? ask dad to pick me up at 6...
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,0.0,omg you can make a wedding chapel in frontierville? why do they get all the good stuff?
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",0.0,"i'm eatin now lor, but goin back to work soon... e mountain deer show huh... i watch b4 liao, very nice..."
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,0.0,check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,0.0,wrong phone! this phone! i answer this one but assume the other is people i don't well
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",0.0,"anyway i don't think i can secure anything up here, lemme know if you want me to drive down south and chill"
ham,I'm already back home so no probably not,0.0,i'm already back home so no probably not
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,1.0,great news! call freefone 08006344447 to claim your guaranteed £1000 cash or £2000 gift. speak to a live operator now!
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",1.0,"hi this is amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
ham,I am in bus on the way to calicut,0.0,i am in bus on the way to calicut
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,0.0,hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,0.0,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",1.0,"welcome to select, an o2 service with added benefits. you can now call our specially trained advisors free from your mobile by dialling 402."
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,0.0,i lost 4 pounds since my doc visit last week woot woot! now i'm gonna celebrate by stuffing my face!
ham,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,0.0,u coming back 4 dinner rite? dad ask me so i re confirm wif u...
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf,0.0,doing my masters. when will you buy a bb cos i have for sale and how's bf
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",0.0,"ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
ham,I'm vivek:)i got call from your number.,0.0,i'm vivek:)i got call from your number.
ham,Why didn't u call on your lunch?,0.0,why didn't u call on your lunch?
ham,"What i mean was i left too early to check, cos i'm working a 9-6.",0.0,"what i mean was i left too early to check, cos i'm working a 9-6."
ham,I want  &lt;#&gt;  rs da:)do you have it?,0.0,i want &lt;#&gt; rs da:)do you have it?
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",0.0,"a bit of ur smile is my hppnss, a drop of ur tear is my sorrow, a part of ur heart is my life, a heart like mine wil care for u, forevr as my goodfriend"
ham,Yup ok...,0.0,yup ok...
ham,I want to see your pretty pussy...,0.0,i want to see your pretty pussy...
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,1.0,dear voucher holder have your next meal on us. use the following link on your pc 2 enjoy a 2 4 1 dining experience URL
ham,"A few people are at the game, I'm at the mall with iouri and kaila",0.0,"a few people are at the game, i'm at the mall with iouri and kaila"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,1.0,urgent! we are trying to contact u. todays draw shows that you have won a £2000 prize guaranteed. call 09058094507 from land line. claim 3030. valid 12hrs only
spam,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,1.0,you can donate £2.50 to unicef's asian tsunami disaster support fund by texting donate to 864233. £2.50 will be added to your next bill
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,0.0,future is not what we planned for tomorrow.....! it is the result of what we do today...! do the best in present... enjoy the future.
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,0.0,i will cme i want to go to hos 2morow. after that i wil cme. this what i got from her dear what to do. she didnt say any time
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,0.0,we are supposed to meet to discuss abt our trip... thought xuhui told you? in the afternoon. thought we can go for lesson after that
ham,Hey come online! Use msn... We are all there,0.0,hey come online! use msn... we are all there
ham,I'm fine. Hope you are good. Do take care.,0.0,i'm fine. hope you are good. do take care.
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,0.0,oops i was in the shower when u called. hey a parking garage collapsed at university hospital. see i'm not crazy. stuff like that does happen.
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,0.0,aiyo u so poor thing... then u dun wan 2 eat? u bathe already?
ham,Yar... I tot u knew dis would happen long ago already.,0.0,yar... i tot u knew dis would happen long ago already.
ham,You are gorgeous! keep those pix cumming :) thank you!,0.0,you are gorgeous! keep those pix cumming :) thank you!
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",0.0,"a boy was late 2 home. his father: ""power of frndship"""
ham,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,0.0,jade its paul. y didnt u txt me? do u remember me from barmed? i want 2 talk 2 u! txt me
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),0.0,spending new years with my brother and his family. lets plan to meet next week. are you ready to be spoiled? :)
ham,So what u doing today?,0.0,so what u doing today?
ham,I said its okay. Sorry,0.0,i said its okay. sorry
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,0.0,slept? i thinkthis time ( &lt;#&gt; pm) is not dangerous
ham,Networking job is there.,0.0,networking job is there.
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,1.0,goldviking (29/m) is inviting you to be his friend. reply yes-762 or no-762 see him: URL stop? send stop frnd to 62468
ham,Dont let studying stress you out. L8r.,0.0,dont let studying stress you out. l8r.
ham,That's y u haf 2 keep me busy...,0.0,that's y u haf 2 keep me busy...
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,0.0,no rushing. i'm not working. i'm in school so if we rush we go hungry.
ham,Which channel:-):-):):-).,0.0,which channel:-):-):):-).
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,0.0,so your telling me i coulda been your real valentine and i wasn't? u never pick me for nothing!!
spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,1.0,phony £350 award - todays voda numbers ending xxxx are selected to receive a £350 award. if you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",0.0,"we made it! eta at taunton is 12:30 as planned, hope that‘s still okday?! good to see you! :-xx"
ham,I'm hungry buy smth home...,0.0,i'm hungry buy smth home...
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",0.0,"hey kate, hope ur ok... will give u a buz wedlunch. go outsomewhere 4 adrink in town..cud go 2watershd 4 a bit? ppl fromwrk will bthere. love petexxx."
ham,My drive can only be read. I need to write,0.0,my drive can only be read. i need to write
ham,"Just looked it up and addie goes back Monday, sucks to be her",0.0,"just looked it up and addie goes back monday, sucks to be her"
ham,Happy new year. Hope you are having a good semester,0.0,happy new year. hope you are having a good semester
ham,Esplanade lor. Where else...,0.0,esplanade lor. where else...
ham,Can you talk with me..,0.0,can you talk with me..
ham,"Hmph. Go head, big baller.",0.0,"hmph. go head, big baller."
ham,Well its not like you actually called someone a punto. That woulda been worse.,0.0,well its not like you actually called someone a punto. that woulda been worse.
ham,"Nope. Since ayo travelled, he has forgotten his guy",0.0,"nope. since ayo travelled, he has forgotten his guy"
ham,You still around? Looking to pick up later,0.0,you still around? looking to pick up later
spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,1.0,cds 4u: congratulations ur awarded £500 of cd gift vouchers or £125 gift guaranteed & freeentry 2 £100 wkly draw xt music to 87066 tncs URL
